file,checkpoint,epoch_index,epoch,stage,dataset,teacher,student,target,loss_name,model_type,model,train_loss,train_ce,train_mse,train_top1,train_top5,val_loss,val_ce,val_mse,val_top1,val_top5
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,18,18,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,4.094566920165467,3.6225657337213892,0.47200119395276063,11.547690460763437,38.0623875224955,3.9628382400102957,3.50926650289369,0.4535717405948845,12.571257125712572,40.624062406240625
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,19,19,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,4.041327456192263,3.5804227153627046,0.46090475405914455,12.41751649555648,38.722255548890224,3.8848813186706166,3.4041302689839297,0.48075103242941675,14.011401140114012,44.074407440744075
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,20,20,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,3.8893191115042374,3.4460261204175486,0.44329300417325135,13.707258548290342,42.80143970976923,3.647582127888425,3.2424696937467186,0.4051124438701576,16.981698169816983,47.824782478247826
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,21,21,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,3.736694631994164,3.301226363613996,0.4354682765682085,15.956808638272346,48.260347930413914,3.5727837910138556,3.155604213914319,0.41717957714424453,18.21182118211821,50.76507650765077
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,22,22,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,3.658779566775701,3.2308870714870697,0.42789251409609586,17.36652669466107,48.320335930525076,3.535800793204549,3.1303752324905187,0.4054255795986703,19.261926192619264,52.565256525652565
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,23,23,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,3.5368645003833095,3.109557991050716,0.42730651262211244,19.61607678349889,52.96940611763206,3.5441213807936656,3.095473469466087,0.4486479135719177,21.062106210621064,54.93549354935494
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,24,24,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,3.4215871129267645,3.0086136186058536,0.4129735081583422,22.645470904674657,55.368926212468686,3.48190850328834,3.043142534539823,0.4387659729510644,21.272127212721273,55.355535553555356
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,25,25,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,3.2927939684432497,2.8844656483742313,0.40832833458580653,24.535092981403718,58.278344329989594,3.2998430995729424,2.9122377448421037,0.3876053507250063,23.582358235823584,57.42574257425743
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,26,26,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,3.22711769320254,2.8168413726312354,0.41027633651831796,25.644871024650662,59.56808638272346,3.275063094883898,2.8776043407773244,0.39745874966260303,24.69246924692469,59.705970597059704
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,27,27,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,3.1825385557082004,2.78178139410837,0.40075716585475096,27.624475102690642,61.09778044391122,3.231931528743237,2.8306844021299025,0.401247139972071,24.962496249624962,60.75607560756075
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,28,28,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,3.1394447262013965,2.740444702950508,0.3990000323328202,27.264547090581882,61.96760647870426,3.1723195311903702,2.78441131161456,0.3879082259601063,26.042604260426042,60.336033603360335
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,29,29,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,3.123262690725481,2.726019504045968,0.3972431958329556,28.914217151991966,61.81763646355201,3.187205556273782,2.794529340162028,0.3926762173635767,25.082508250825082,61.056105610561055
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,30,30,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,3.0893420918515577,2.6849616450611244,0.40438044918606075,27.714457107434104,63.91721655211194,3.227445937047089,2.802732786329666,0.4247131516831149,24.962496249624962,61.536153615361535
aircraft_convnext_tiny_student_l_pregap_mse.json,checkpoints/students/aircraft_convnext_tiny_student_l_pregap_mse.pt,1,1,,aircraft,convnext_tiny,student_l,pregap,mse,distilled,student_l distilled,1.9429842610522237,0.0,1.9429842610522237,0.0,0.0,1.498400203787526,0.0,1.498400203787526,0.0,0.0
aircraft_convnext_tiny_student_l_pregap_mse.json,checkpoints/students/aircraft_convnext_tiny_student_l_pregap_mse.pt,2,2,,aircraft,convnext_tiny,student_l,pregap,mse,distilled,student_l distilled,1.3501245261096784,0.0,1.3501245261096784,0.0,0.0,1.3165555134071376,0.0,1.3165555134071376,0.0,0.0
aircraft_convnext_tiny_student_l_pregap_mse.json,checkpoints/students/aircraft_convnext_tiny_student_l_pregap_mse.pt,3,3,,aircraft,convnext_tiny,student_l,pregap,mse,distilled,student_l distilled,1.259025345681024,0.0,1.259025345681024,0.0,0.0,1.2459031973663408,0.0,1.2459031973663408,0.0,0.0
aircraft_convnext_tiny_student_l_pregap_mse.json,checkpoints/students/aircraft_convnext_tiny_student_l_pregap_mse.pt,4,4,,aircraft,convnext_tiny,student_l,pregap,mse,distilled,student_l distilled,1.2134704667791036,0.0,1.2134704667791036,0.0,0.0,1.2269248876205407,0.0,1.2269248876205407,0.0,0.0
aircraft_convnext_tiny_student_l_pregap_mse.json,checkpoints/students/aircraft_convnext_tiny_student_l_pregap_mse.pt,5,5,,aircraft,convnext_tiny,student_l,pregap,mse,distilled,student_l distilled,1.19017034164788,0.0,1.19017034164788,0.0,0.0,1.1852594471678803,0.0,1.1852594471678803,0.0,0.0
aircraft_convnext_tiny_student_l_pregap_mse.json,checkpoints/students/aircraft_convnext_tiny_student_l_pregap_mse.pt,6,6,,aircraft,convnext_tiny,student_l,pregap,mse,distilled,student_l distilled,1.1618678591247082,0.0,1.1618678591247082,0.0,0.0,1.181269448510956,0.0,1.181269448510956,0.0,0.0
aircraft_convnext_tiny_student_l_pregap_mse.json,checkpoints/students/aircraft_convnext_tiny_student_l_pregap_mse.pt,7,7,,aircraft,convnext_tiny,student_l,pregap,mse,distilled,student_l distilled,1.145279423090678,0.0,1.145279423090678,0.0,0.0,1.1614890606811803,0.0,1.1614890606811803,0.0,0.0
aircraft_convnext_tiny_student_l_pregap_mse.json,checkpoints/students/aircraft_convnext_tiny_student_l_pregap_mse.pt,8,8,,aircraft,convnext_tiny,student_l,pregap,mse,distilled,student_l distilled,1.1237239808326862,0.0,1.1237239808326862,0.0,0.0,1.1261899197670278,0.0,1.1261899197670278,0.0,0.0
aircraft_convnext_tiny_student_l_pregap_mse.json,checkpoints/students/aircraft_convnext_tiny_student_l_pregap_mse.pt,9,9,,aircraft,convnext_tiny,student_l,pregap,mse,distilled,student_l distilled,1.1124836798549484,0.0,1.1124836798549484,0.0,0.0,1.1164330840289611,0.0,1.1164330840289611,0.0,0.0
aircraft_convnext_tiny_student_l_pregap_mse.json,checkpoints/students/aircraft_convnext_tiny_student_l_pregap_mse.pt,10,10,,aircraft,convnext_tiny,student_l,pregap,mse,distilled,student_l distilled,1.1012465396038986,0.0,1.1012465396038986,0.0,0.0,1.124315333158949,0.0,1.124315333158949,0.0,0.0
aircraft_convnext_tiny_student_l_pregap_mse.json,checkpoints/students/aircraft_convnext_tiny_student_l_pregap_mse.pt,11,11,,aircraft,convnext_tiny,student_l,pregap,mse,distilled,student_l distilled,1.0887230979373659,0.0,1.0887230979373659,0.0,0.0,1.0922938237274655,0.0,1.0922938237274655,0.0,0.0
aircraft_convnext_tiny_student_l_pregap_mse.json,checkpoints/students/aircraft_convnext_tiny_student_l_pregap_mse.pt,12,12,,aircraft,convnext_tiny,student_l,pregap,mse,distilled,student_l distilled,1.0717770973936698,0.0,1.0717770973936698,0.0,0.0,1.0796797735140984,0.0,1.0796797735140984,0.0,0.0
